,area_title,area_name,zipcode,state,city,population,median_age,race_asian,race_white,race_black,race_native,race_islander,race_other,race_two,race_hispanic,average_household_income,family_households_total,family_poverty_pct,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,family_poverty
1621,"Springfield, MO",SPRINGFIELD,65742,Missouri,Springfield; Rogersville,12906,37,144,12413,14,32,0,0,116,187,72177,3447,5.4,2168,1342,4284,942,4168,696
1622,"Springfield, MO",SPRINGFIELD,65757,Missouri,Springfield; Strafford,7079,44,39,6703,72,17,0,0,237,11,66446,2113,7.2,1047,601,2513,672,2236,509
1623,"Springfield, MO",SPRINGFIELD,65802,Missouri,Springfield; Willard; Republic,45332,32,268,38526,1996,358,0,15,1809,2360,45147,10646,19.6,6754,3399,14551,5983,14687,8885
1624,"Springfield, MO",SPRINGFIELD,65803,Missouri,Springfield; Willard,41038,35,167,36341,1840,97,36,28,980,1549,48243,10165,18.2,5293,2831,13624,5293,13993,7468
1625,"Springfield, MO",SPRINGFIELD,65804,Missouri,Springfield,38021,40,880,34405,866,150,118,29,652,921,68683,9437,7.7,9010,6425,8212,1786,12584,2927
1626,"Springfield, MO",SPRINGFIELD,65806,Missouri,Springfield,11708,25,659,8895,1174,112,0,0,272,596,25218,1585,37.3,1217,679,3863,2037,3922,4367
1627,"Springfield, MO",SPRINGFIELD,65807,Missouri,Springfield; Battlefield,58008,31,1650,48902,2259,209,27,80,2094,2787,50302,12162,13.4,11079,5568,16938,4350,20128,7773
1628,"Springfield, MO",SPRINGFIELD,65809,Missouri,Springfield,11819,45,138,11254,0,31,0,0,216,180,128582,3571,2.7,3888,3143,1761,271,2753,319
1629,"Springfield, MO",SPRINGFIELD,65810,Missouri,Springfield; Battlefield,23052,42,1013,20682,731,109,0,45,169,303,89220,6769,5.0,6938,4402,4402,668,6638,1152
1630,"Springfield, OH",SPRINGFIELD,43908,Ohio,East Springfield; Bergholz,1742,35,0,1736,6,0,0,0,0,0,60210,466,17.0,132,97,935,174,402,296
1631,"Springfield, OH",SPRINGFIELD,43910,Ohio,Bloomingdale; East Springfield,3043,51,9,2948,56,0,0,0,30,0,69243,915,2.3,416,176,1472,228,748,69
1632,"Springfield, OH",SPRINGFIELD,43925,Ohio,East Springfield,650,22,0,650,0,0,0,0,0,0,54452,88,45.5,26,0,284,0,339,295
1633,"Springfield, OH",SPRINGFIELD,45502,Ohio,Springfield; North Hampton; No,15464,47,125,14659,331,0,13,15,264,57,80400,4487,2.2,2103,1979,5211,1020,5149,340
1634,"Springfield, OH",SPRINGFIELD,45503,Ohio,Springfield; Northridge,32447,42,351,27813,2192,34,9,0,1367,681,57843,8930,10.0,3569,2465,11680,4023,10675,3244
1635,"Springfield, OH",SPRINGFIELD,45504,Ohio,Springfield,17795,40,235,15766,790,38,17,50,547,352,70052,4229,9.7,2526,2099,5658,2188,5320,1726
1636,"Springfield, OH",SPRINGFIELD,45505,Ohio,Springfield,20000,38,10,15518,2860,58,0,12,939,603,43135,4836,24.3,1040,420,8860,4420,5240,4860
1637,"Springfield, OH",SPRINGFIELD,45506,Ohio,Springfield,13669,35,29,7456,4680,30,54,0,1010,410,50795,3463,23.3,1571,683,5112,1708,4592,3184
1638,"State College, PA",STATE COLLEGE,16801,Pennsylvania,Harris; State College; Benner;,44451,25,4256,36034,1630,84,39,17,778,1613,67667,7039,6.8,14090,15424,5867,1555,7512,3022
1639,"State College, PA",STATE COLLEGE,16802,Pennsylvania,College; State College,11716,19,1345,9068,528,0,0,13,213,549,-1,14,0.0,5858,1581,3151,0,1124,0
1640,"Sumter, SC",SUMTER,29040,South Carolina,Sumter; Dalzell; Oakland; Stat,9665,31,244,4389,4342,71,0,11,319,289,55258,2595,16.0,1227,444,3247,1217,3527,1546
1641,"Sumter, SC",SUMTER,29150,South Carolina,Sumter; Lakewood; Mulberry; Pr,40905,36,494,17512,20564,38,0,76,677,1544,53467,10548,19.4,5890,3763,11617,7281,12312,7935
1642,"Sumter, SC",SUMTER,29152,South Carolina,Sumter,1667,22,44,1090,189,0,0,0,215,129,37966,374,9.9,175,208,91,131,1060,165
1643,"Sumter, SC",SUMTER,29153,South Carolina,Sumter; Dalzell; East Sumter; ,14875,38,86,5944,7875,88,23,0,86,773,49717,3683,15.7,1487,952,5280,2900,4254,2335
1644,"Sumter, SC",SUMTER,29154,South Carolina,Sumter; Cherryvale; Cane Savan,28830,37,356,15871,10493,78,0,0,853,1179,63684,8003,10.8,3286,2133,8591,3430,11416,3113
1645,"Syracuse, NY",SYRACUSE,13120,New York,Onondaga; Syracuse,2273,40,123,1409,426,163,0,0,56,96,80886,567,11.5,275,156,475,409,956,261
1646,"Syracuse, NY",SYRACUSE,13202,New York,Syracuse,6206,26,365,1743,3061,29,0,53,248,707,37407,821,54.2,1148,875,1588,1501,1092,3363
1647,"Syracuse, NY",SYRACUSE,13203,New York,Syracuse,17027,35,1463,8937,3629,179,0,18,1190,1611,52096,3392,30.6,2213,1855,4512,3984,4444,5210
1648,"Syracuse, NY",SYRACUSE,13204,New York,Geddes; Syracuse; Solvay,18477,31,269,9519,4679,128,0,39,725,3118,43807,3578,36.0,2623,1404,5247,4009,5173,6651
1649,"Syracuse, NY",SYRACUSE,13205,New York,Syracuse; Onondaga,18051,37,431,6206,9179,242,1,0,785,1207,44182,4029,28.4,1841,1191,6335,3465,5234,5126
1650,"Syracuse, NY",SYRACUSE,13206,New York,Syracuse; Salina; De Witt,16630,35,449,11775,2779,104,11,116,450,946,53429,4057,13.6,2694,1563,4889,2128,5338,2261
1651,"Syracuse, NY",SYRACUSE,13207,New York,Onondaga; Syracuse,13329,35,172,6245,5131,201,0,17,428,1135,64058,3480,15.7,2145,1572,3865,1732,4012,2092
1652,"Syracuse, NY",SYRACUSE,13208,New York,Salina; Syracuse,22764,33,3605,11251,4181,27,22,131,1690,1857,47285,4804,26.0,2549,1388,6510,5895,6419,5918
1653,"Syracuse, NY",SYRACUSE,13210,New York,Onondaga; Syracuse,27980,21,3352,16077,4950,130,6,219,970,2276,48461,2770,26.8,6323,7750,4924,2909,6071,7498
1654,"Syracuse, NY",SYRACUSE,13214,New York,De Witt; Syracuse,9055,34,599,6464,1121,52,2,97,216,504,85139,1953,7.9,2182,2888,1149,488,2345,715
1655,"Syracuse, NY",SYRACUSE,13215,New York,Onondaga; Syracuse,15046,44,299,13546,321,61,0,0,344,475,108002,3966,1.2,4273,3084,2587,737,4348,180
1656,"Syracuse, NY",SYRACUSE,13219,New York,Syracuse; Geddes; Camillus; On,14895,44,207,13657,398,26,0,53,177,377,71849,3885,6.0,2695,2338,3783,789,5287,893
1657,"Syracuse, NY",SYRACUSE,13224,New York,De Witt; Syracuse,8404,41,323,4593,2661,41,0,0,289,497,75661,2155,7.5,1487,2227,1579,890,2218,630
1659,"Tallahassee, FL",TALLAHASSEE,32301,Florida,Tallahassee,29668,27,352,12854,13891,67,47,108,858,1491,52669,5159,13.6,7298,5607,5310,2017,9434,4034
1660,"Tallahassee, FL",TALLAHASSEE,32303,Florida,Tallahassee,49849,29,935,28251,17489,29,0,199,786,2160,62073,10506,10.0,12960,7577,9471,3140,16699,4984
1661,"Tallahassee, FL",TALLAHASSEE,32304,Florida,Tallahassee,47800,21,1643,22838,17309,73,0,135,1168,4634,28524,3983,29.5,8269,5449,10563,7839,15678,14101
1662,"Tallahassee, FL",TALLAHASSEE,32305,Florida,Tallahassee; Woodville,20719,33,35,7962,11311,157,13,25,430,786,50209,5214,16.9,2879,1346,6816,3066,6588,3501
1663,"Tallahassee, FL",TALLAHASSEE,32308,Florida,Tallahassee,22561,41,631,14875,5060,41,0,0,626,1328,80737,5470,6.3,6114,6497,3339,1037,5595,1421
1664,"Tallahassee, FL",TALLAHASSEE,32309,Florida,Tallahassee,31001,43,1150,22816,4275,18,0,0,681,2061,101087,8846,4.0,9579,7750,4433,806,8432,1240
1665,"Tallahassee, FL",TALLAHASSEE,32310,Florida,Tallahassee,16172,30,268,6590,7921,35,0,31,225,1102,46286,3625,21.6,2361,1245,5514,2247,4803,3493
1666,"Tallahassee, FL",TALLAHASSEE,32311,Florida,Tallahassee,20866,36,1380,12095,5470,106,7,66,536,1206,86396,5504,3.9,5425,5112,3797,1147,5362,813
1667,"Tallahassee, FL",TALLAHASSEE,32312,Florida,Tallahassee,32365,42,2281,24385,3286,69,0,0,505,1839,124129,9416,3.2,10583,9482,3495,873,7897,1035
1668,"Tallahassee, FL",TALLAHASSEE,32317,Florida,Tallahassee,14854,42,881,10760,1876,30,0,42,366,899,99813,4229,2.3,4649,3371,2361,401,4055,341
1670,"Terre Haute, IN",TERRE HAUTE,47802,Indiana,Riley; Terre Haute,35325,38,1184,28481,2903,148,44,33,1397,1135,61958,8383,13.0,6464,3461,10350,3991,11021,4592
1671,"Terre Haute, IN",TERRE HAUTE,47803,Indiana,Terre Haute; Seelyville,20750,34,343,18701,847,7,0,17,466,369,62894,4619,8.1,3776,3216,5519,1390,6826,1680
1672,"Terre Haute, IN",TERRE HAUTE,47804,Indiana,Terre Haute,11359,36,58,10135,516,4,0,18,414,214,43445,2774,20.9,1135,556,4202,1953,3509,2374
1673,"Terre Haute, IN",TERRE HAUTE,47805,Indiana,North Terre Haute; Terre Haute,12553,42,25,12100,184,26,0,0,174,44,63627,3310,7.4,1782,966,4054,1393,4355,928
1674,"Terre Haute, IN",TERRE HAUTE,47807,Indiana,Terre Haute,12107,29,329,8789,1541,18,0,0,856,574,31571,2325,33.5,823,605,4346,2833,3498,4055
1675,"Terre Haute, IN",TERRE HAUTE,47809,Indiana,Terre Haute,2923,19,56,2130,514,0,0,0,55,168,-1,0,0.0,1137,0,0,0,1785,0
1676,"The Villages, FL",THE VILLAGES,32162,Florida,Wildwood; The Villages,55439,71,450,53123,396,0,31,0,306,1133,77530,21494,2.6,13305,9202,14136,1607,17130,1441
1677,"The Villages, FL",THE VILLAGES,34484,Florida,Wildwood; The Villages,3687,47,0,3191,234,0,0,0,140,122,59093,918,8.8,505,324,1128,431,1297,324
1678,"The Villages, FL",THE VILLAGES,34491,Florida,The Villages,25173,63,455,20979,753,378,0,41,270,2297,54288,8063,7.9,3524,1611,9842,2743,7451,1988
1679,"Toledo, OH",TOLEDO,43537,Ohio,Toledo; Maumee,26947,42,532,24226,825,87,15,9,314,939,90286,7268,3.9,6628,4715,5658,997,8973,1050
1680,"Toledo, OH",TOLEDO,43560,Ohio,Toledo; Sylvania,31982,41,985,28345,706,0,6,53,689,1198,106087,8641,4.4,8699,6364,5948,1247,9754,1407
1681,"Toledo, OH",TOLEDO,43604,Ohio,Toledo,9160,31,19,2971,5057,15,0,28,183,887,28031,1541,52.2,677,577,2693,2372,2839,4781
1682,"Toledo, OH",TOLEDO,43605,Ohio,Toledo; Northwood; Oregon,26564,32,177,16598,3601,139,0,88,1227,4734,35264,6157,33.5,637,451,11502,6428,7544,8898
1683,"Toledo, OH",TOLEDO,43606,Ohio,Toledo; Ottawa Hills,25449,31,687,14876,7838,22,11,0,1141,874,66637,5270,15.4,5776,4300,5471,2366,7507,3919
1684,"Toledo, OH",TOLEDO,43607,Ohio,Toledo,21560,33,518,5101,13893,41,3,75,762,1167,37101,4619,29.4,1918,1185,6877,3794,7804,6338
1685,"Toledo, OH",TOLEDO,43608,Ohio,Toledo,14853,32,165,3463,9005,59,7,16,982,1156,34839,3277,33.6,549,267,5287,4322,4441,4990
1686,"Toledo, OH",TOLEDO,43609,Ohio,Toledo,21876,31,298,11257,5303,65,5,88,1089,3771,34647,5107,35.2,1596,1400,7656,5053,6169,7700
1687,"Toledo, OH",TOLEDO,43610,Ohio,Toledo,4453,32,75,1027,3073,0,0,9,217,52,37016,1067,32.1,485,262,1197,988,1518,1429
1688,"Toledo, OH",TOLEDO,43611,Ohio,Toledo,18852,38,188,14511,1807,72,16,10,375,1873,53126,4974,17.0,2111,622,7012,2431,6673,3204
1689,"Toledo, OH",TOLEDO,43612,Ohio,Toledo,28964,33,137,20552,4479,27,0,71,699,2999,50163,7089,20.3,2288,1100,11266,3591,10745,5879
1690,"Toledo, OH",TOLEDO,43613,Ohio,Toledo,32423,36,467,25284,3198,109,0,28,747,2590,57432,8197,10.9,4571,1880,10569,2885,12482,3534
1691,"Toledo, OH",TOLEDO,43614,Ohio,Toledo; Maumee,31334,39,513,23335,4826,35,0,68,830,1727,60264,7803,11.2,6486,3102,8178,2475,11092,3509
1692,"Toledo, OH",TOLEDO,43615,Ohio,Toledo; Ottawa Hills,40501,38,715,26600,9977,172,0,117,1509,1411,65425,9946,16.2,6601,4212,11664,3726,14296,6561
1693,"Toledo, OH",TOLEDO,43616,Ohio,Harbor View; Toledo; Curtice; ,20537,44,263,18190,351,35,18,16,340,1324,70655,5504,6.5,2443,1334,7496,2074,7187,1334
1694,"Toledo, OH",TOLEDO,43620,Ohio,Toledo,5936,41,14,1848,3572,5,0,16,245,236,40501,1094,28.5,688,540,1905,1288,1513,1691
1695,"Toledo, OH",TOLEDO,43623,Ohio,Toledo; Sylvania,19876,43,498,16887,1231,19,16,63,306,856,74508,5062,10.3,3657,2564,5585,1510,6519,2047
1696,"Topeka, KS",TOPEKA,66409,Kansas,Topeka,3056,48,0,2857,116,0,0,0,37,46,94660,1002,4.1,589,452,999,73,941,125
1697,"Topeka, KS",TOPEKA,66546,Kansas,Auburn; Topeka; Wakarusa,1079,52,0,1013,12,0,0,0,24,30,82094,367,0.0,226,106,356,26,362,0
1698,"Topeka, KS",TOPEKA,66603,Kansas,Topeka,1504,32,0,769,287,13,0,0,165,270,35076,264,37.1,172,54,672,400,206,557
1699,"Topeka, KS",TOPEKA,66604,Kansas,Topeka,22634,37,334,17150,1904,114,0,22,887,2223,60606,5056,9.6,4436,2693,6043,1991,7469,2172
1700,"Topeka, KS",TOPEKA,66605,Kansas,Topeka,18755,36,42,10564,2782,101,25,0,801,4440,57191,4888,15.1,2569,1331,6583,2644,5645,2832
1701,"Topeka, KS",TOPEKA,66606,Kansas,Topeka,11019,42,55,8750,579,99,0,0,392,1144,58380,2455,12.7,2159,1245,3239,969,3415,1399
1702,"Topeka, KS",TOPEKA,66607,Kansas,Topeka,10248,31,10,3729,2444,89,0,63,751,3162,39417,2079,25.6,645,194,4365,2797,2244,2623
1703,"Topeka, KS",TOPEKA,66608,Kansas,Topeka,5709,40,18,4350,221,57,8,0,348,707,43821,1166,15.3,331,97,2471,919,1883,873
1704,"Topeka, KS",TOPEKA,66609,Kansas,Topeka,7907,41,68,5819,607,109,0,0,446,858,70367,2018,11.6,1201,964,2909,529,2308,917
1705,"Topeka, KS",TOPEKA,66610,Kansas,Topeka,10077,44,177,9255,194,9,0,0,136,306,151042,2930,2.2,3083,2227,1934,282,2549,221
1706,"Topeka, KS",TOPEKA,66611,Kansas,Topeka,9855,37,184,7595,958,43,0,0,414,661,59000,2380,8.3,2158,1419,1902,502,3863,817
1707,"Topeka, KS",TOPEKA,66612,Kansas,Topeka,2277,36,0,1279,602,22,0,0,55,319,27914,433,31.6,223,223,735,257,835,719
1708,"Topeka, KS",TOPEKA,66614,Kansas,Topeka,31838,40,765,24583,1796,241,30,96,1276,3051,68601,8202,4.3,7895,4743,8246,1623,9360,1369
1709,"Topeka, KS",TOPEKA,66615,Kansas,Topeka; Willard,3535,39,165,2615,137,0,2,0,82,534,90902,898,2.9,894,551,996,208,887,102
1710,"Topeka, KS",TOPEKA,66616,Kansas,Topeka,5738,43,49,3436,320,11,0,0,262,1660,48668,1371,13.3,309,154,2874,780,1612,763
1711,"Topeka, KS",TOPEKA,66617,Kansas,Topeka; Grantville,8671,45,33,7989,63,17,0,14,103,452,82165,2596,3.9,1595,598,3364,476,2635,338
1712,"Topeka, KS",TOPEKA,66618,Kansas,Topeka,9980,39,48,8943,201,0,0,0,319,469,93128,2991,1.4,2764,1167,2824,129,3093,139
1713,"Topeka, KS",TOPEKA,66619,Kansas,Topeka,2985,22,77,2087,267,22,0,0,268,264,55649,641,22.8,444,101,862,188,1391,680
1714,"Topeka, KS",TOPEKA,66621,Kansas,Topeka,690,19,75,427,41,0,0,0,78,69,-1,0,0.0,0,0,0,0,0,0
1715,"Topeka, KS",TOPEKA,66622,Kansas,Topeka,95,67,0,72,18,0,0,0,0,5,-1,0,0.0,15,0,72,0,7,0
1716,"Trenton, NJ",TRENTON,08608,New Jersey,Trenton,946,40,1,96,633,0,0,0,1,215,32609,161,28.0,27,16,398,137,367,264
1717,"Trenton, NJ",TRENTON,08609,New Jersey,Trenton; Hamilton,13370,34,389,1332,6607,13,0,0,24,5005,41713,2765,21.3,882,240,5080,4251,2928,2847
1718,"Trenton, NJ",TRENTON,08610,New Jersey,Hamilton; Bordentown; Trenton,30469,38,774,15401,5344,0,46,261,398,8245,69712,7171,9.3,3900,1950,11395,4235,9018,2833
1719,"Trenton, NJ",TRENTON,08611,New Jersey,Trenton; Bordentown; Hamilton,26625,33,492,3943,6108,0,0,105,275,15702,53096,5116,24.0,2076,985,8173,10064,5325,6390
1720,"Trenton, NJ",TRENTON,08618,New Jersey,Ewing; Trenton,40655,30,996,9953,24389,45,0,28,640,4604,61423,7585,18.2,5000,3211,14432,6586,11424,7399
1721,"Trenton, NJ",TRENTON,08628,New Jersey,Hopewell; Ewing; Trenton,9205,46,575,6342,1649,0,0,0,102,537,95005,2207,6.5,2743,1380,2218,598,2264,598
1722,"Trenton, NJ",TRENTON,08629,New Jersey,Trenton; Hamilton,14051,33,498,2194,6221,32,0,0,301,4805,67112,3098,13.8,1615,407,6055,2163,3807,1939
1723,"Tucson, AZ",TUCSON,85629,Arizona,Tucson; Sahuarita,25500,34,481,13885,849,2,22,32,597,9632,84105,6616,3.4,5278,2958,5406,1734,10098,867
1724,"Tucson, AZ",TUCSON,85641,Arizona,Tucson; Rincon Valley; Vail; C,25657,37,384,18684,567,50,32,64,698,5178,95282,7183,5.4,5747,3591,5003,1462,9852,1385
1725,"Tucson, AZ",TUCSON,85701,Arizona,Tucson,5286,33,208,2643,237,264,0,0,97,1837,57284,972,15.9,1321,1395,903,438,1231,840
1726,"Tucson, AZ",TUCSON,85705,Arizona,Tucson; Flowing Wells,55463,34,2143,22502,1717,1943,44,29,1267,25818,38489,11529,28.0,6156,2939,15307,12146,19023,15529
1727,"Tucson, AZ",TUCSON,85706,Arizona,Tucson,55691,28,463,6103,1117,1041,14,0,384,46569,41542,12826,27.3,3063,723,16818,18879,16206,15203
1728,"Tucson, AZ",TUCSON,85707,Arizona,Tucson,635,20,24,366,130,0,0,0,5,110,-1,0,0.0,0,0,0,0,635,0
1729,"Tucson, AZ",TUCSON,85708,Arizona,Tucson,4187,23,294,2309,437,83,0,0,324,740,57389,1129,7.4,711,389,623,12,2445,309
1730,"Tucson, AZ",TUCSON,85710,Arizona,Tucson,56168,41,1758,34653,2648,466,115,22,1488,15018,53937,13268,12.5,10110,5167,14659,4774,21400,7021
1731,"Tucson, AZ",TUCSON,85711,Arizona,Tucson,39451,35,1277,19471,2168,629,63,120,1015,14708,49488,9525,19.7,6154,5759,9231,5010,13334,7771
1732,"Tucson, AZ",TUCSON,85712,Arizona,Tucson; Catalina Foothills,33239,40,1042,20581,2313,378,239,51,711,7924,48009,6857,22.2,6647,4653,7212,3257,11467,7379
1733,"Tucson, AZ",TUCSON,85713,Arizona,South Tucson; Tucson Estates; ,46071,36,331,9277,2321,1901,0,0,745,31496,43883,10227,22.6,3777,2211,14189,12162,13729,10412
1734,"Tucson, AZ",TUCSON,85714,Arizona,Tucson,14683,31,0,1356,400,652,0,64,157,12054,34725,3294,31.4,719,381,4463,5197,3920,4610
1735,"Tucson, AZ",TUCSON,85715,Arizona,Tucson; Catalina Foothills,17066,49,384,12906,533,107,18,0,237,2881,82297,4576,5.0,3737,3703,2696,750,6177,853
1736,"Tucson, AZ",TUCSON,85716,Arizona,Tucson; Catalina Foothills,31134,37,1440,18429,1629,482,65,78,673,8338,56770,6337,17.2,7098,6351,4950,3237,9527,5355
1737,"Tucson, AZ",TUCSON,85718,Arizona,Tucson; Oro Valley; Catalina F,26262,51,1551,19749,318,308,79,26,596,3635,136261,7173,4.3,7747,9900,2967,577,5068,1129
1738,"Tucson, AZ",TUCSON,85719,Arizona,Tucson,47503,23,2841,28353,1965,508,104,95,1719,11918,47880,5905,15.4,11923,10023,7457,3990,14060,7315
1742,"Tucson, AZ",TUCSON,85730,Arizona,Tucson,39055,38,1073,23187,2274,332,33,31,1375,10750,60748,9918,13.8,5155,2538,10583,4100,16715,5389
1743,"Tucson, AZ",TUCSON,85735,Arizona,Three Points; Tucson Estates,11108,46,102,5696,382,153,0,0,470,4305,53985,3062,14.7,1033,410,4054,1199,4409,1632
1744,"Tucson, AZ",TUCSON,85741,Arizona,Tucson; Flowing Wells; Marana;,35149,34,628,21414,815,186,17,45,1508,10536,66219,8745,9.2,5518,4112,8049,3163,14340,3233
1745,"Tucson, AZ",TUCSON,85743,Arizona,Marana; Tucson; Flowing Wells;,29552,40,1069,19180,390,118,34,124,996,7641,90244,8131,4.7,6353,3871,6265,2275,10816,1388
1746,"Tucson, AZ",TUCSON,85745,Arizona,Marana; Tucson,38005,39,1169,14461,1110,486,36,12,782,19949,69709,8839,12.1,7258,5890,6878,4788,13187,4598
1747,"Tucson, AZ",TUCSON,85746,Arizona,Tucson; Drexel Heights,43873,32,197,8071,718,2066,15,14,346,32446,54080,10926,21.3,4255,1491,13644,7809,16671,9344
1748,"Tucson, AZ",TUCSON,85747,Arizona,Tucson; Rincon Valley; Vail,25077,34,608,16667,903,89,39,40,962,5769,91269,6562,3.7,5893,3510,4338,1003,10331,927
1749,"Tucson, AZ",TUCSON,85748,Arizona,Tucson; Tanque Verde,17727,45,708,12493,560,7,0,19,635,3305,89405,4855,3.8,4112,2605,2924,850,7250,673
1750,"Tucson, AZ",TUCSON,85749,Arizona,Tanque Verde; Tucson; Catalina,19121,52,461,15985,271,213,18,6,480,1687,114223,6051,3.2,5373,4761,2868,573,5545,611
1751,"Tucson, AZ",TUCSON,85750,Arizona,Tucson; Catalina Foothills,24207,52,1409,19278,254,96,4,124,505,2537,109650,6971,3.9,7722,7939,2565,363,5591,944
1752,"Tucson, AZ",TUCSON,85756,Arizona,Tucson; Littletown; Summit,40965,33,490,12146,2615,662,119,66,840,24027,56765,8162,16.0,4178,1884,11306,9831,13723,6554
1753,"Tucson, AZ",TUCSON,85629,Arizona,Tucson; Sahuarita,25500,34,481,13885,849,2,22,32,597,9632,84105,6616,3.4,5278,2958,5406,1734,10098,867
1754,"Tucson, AZ",TUCSON,85641,Arizona,Tucson; Rincon Valley; Vail; C,25657,37,384,18684,567,50,32,64,698,5178,95282,7183,5.4,5747,3591,5003,1462,9852,1385
1755,"Tucson, AZ",TUCSON,85701,Arizona,Tucson,5286,33,208,2643,237,264,0,0,97,1837,57284,972,15.9,1321,1395,903,438,1231,840
1756,"Tucson, AZ",TUCSON,85705,Arizona,Tucson; Flowing Wells,55463,34,2143,22502,1717,1943,44,29,1267,25818,38489,11529,28.0,6156,2939,15307,12146,19023,15529
1757,"Tucson, AZ",TUCSON,85706,Arizona,Tucson,55691,28,463,6103,1117,1041,14,0,384,46569,41542,12826,27.3,3063,723,16818,18879,16206,15203
1758,"Tucson, AZ",TUCSON,85707,Arizona,Tucson,635,20,24,366,130,0,0,0,5,110,-1,0,0.0,0,0,0,0,635,0
1759,"Tucson, AZ",TUCSON,85708,Arizona,Tucson,4187,23,294,2309,437,83,0,0,324,740,57389,1129,7.4,711,389,623,12,2445,309
1760,"Tucson, AZ",TUCSON,85710,Arizona,Tucson,56168,41,1758,34653,2648,466,115,22,1488,15018,53937,13268,12.5,10110,5167,14659,4774,21400,7021
1761,"Tucson, AZ",TUCSON,85711,Arizona,Tucson,39451,35,1277,19471,2168,629,63,120,1015,14708,49488,9525,19.7,6154,5759,9231,5010,13334,7771
1762,"Tucson, AZ",TUCSON,85712,Arizona,Tucson; Catalina Foothills,33239,40,1042,20581,2313,378,239,51,711,7924,48009,6857,22.2,6647,4653,7212,3257,11467,7379
1763,"Tucson, AZ",TUCSON,85713,Arizona,South Tucson; Tucson Estates; ,46071,36,331,9277,2321,1901,0,0,745,31496,43883,10227,22.6,3777,2211,14189,12162,13729,10412
1764,"Tucson, AZ",TUCSON,85714,Arizona,Tucson,14683,31,0,1356,400,652,0,64,157,12054,34725,3294,31.4,719,381,4463,5197,3920,4610
1765,"Tucson, AZ",TUCSON,85715,Arizona,Tucson; Catalina Foothills,17066,49,384,12906,533,107,18,0,237,2881,82297,4576,5.0,3737,3703,2696,750,6177,853
1766,"Tucson, AZ",TUCSON,85716,Arizona,Tucson; Catalina Foothills,31134,37,1440,18429,1629,482,65,78,673,8338,56770,6337,17.2,7098,6351,4950,3237,9527,5355
1767,"Tucson, AZ",TUCSON,85718,Arizona,Tucson; Oro Valley; Catalina F,26262,51,1551,19749,318,308,79,26,596,3635,136261,7173,4.3,7747,9900,2967,577,5068,1129
1768,"Tucson, AZ",TUCSON,85719,Arizona,Tucson,47503,23,2841,28353,1965,508,104,95,1719,11918,47880,5905,15.4,11923,10023,7457,3990,14060,7315
1772,"Tucson, AZ",TUCSON,85730,Arizona,Tucson,39055,38,1073,23187,2274,332,33,31,1375,10750,60748,9918,13.8,5155,2538,10583,4100,16715,5389
1773,"Tucson, AZ",TUCSON,85735,Arizona,Three Points; Tucson Estates,11108,46,102,5696,382,153,0,0,470,4305,53985,3062,14.7,1033,410,4054,1199,4409,1632
1774,"Tucson, AZ",TUCSON,85741,Arizona,Tucson; Flowing Wells; Marana;,35149,34,628,21414,815,186,17,45,1508,10536,66219,8745,9.2,5518,4112,8049,3163,14340,3233
1775,"Tucson, AZ",TUCSON,85743,Arizona,Marana; Tucson; Flowing Wells;,29552,40,1069,19180,390,118,34,124,996,7641,90244,8131,4.7,6353,3871,6265,2275,10816,1388
1776,"Tucson, AZ",TUCSON,85745,Arizona,Marana; Tucson,38005,39,1169,14461,1110,486,36,12,782,19949,69709,8839,12.1,7258,5890,6878,4788,13187,4598
1777,"Tucson, AZ",TUCSON,85746,Arizona,Tucson; Drexel Heights,43873,32,197,8071,718,2066,15,14,346,32446,54080,10926,21.3,4255,1491,13644,7809,16671,9344
1778,"Tucson, AZ",TUCSON,85747,Arizona,Tucson; Rincon Valley; Vail,25077,34,608,16667,903,89,39,40,962,5769,91269,6562,3.7,5893,3510,4338,1003,10331,927
1779,"Tucson, AZ",TUCSON,85748,Arizona,Tucson; Tanque Verde,17727,45,708,12493,560,7,0,19,635,3305,89405,4855,3.8,4112,2605,2924,850,7250,673
1780,"Tucson, AZ",TUCSON,85749,Arizona,Tanque Verde; Tucson; Catalina,19121,52,461,15985,271,213,18,6,480,1687,114223,6051,3.2,5373,4761,2868,573,5545,611
1781,"Tucson, AZ",TUCSON,85750,Arizona,Tucson; Catalina Foothills,24207,52,1409,19278,254,96,4,124,505,2537,109650,6971,3.9,7722,7939,2565,363,5591,944
1782,"Tucson, AZ",TUCSON,85756,Arizona,Tucson; Littletown; Summit,40965,33,490,12146,2615,662,119,66,840,24027,56765,8162,16.0,4178,1884,11306,9831,13723,6554
1783,"Tulsa, OK",TULSA,74008,Oklahoma,Tulsa; Bixby; Broken Arrow; Je,27312,35,560,21219,537,1190,0,0,2034,1772,101111,7288,4.1,7592,2867,6199,1447,9231,1119
1784,"Tulsa, OK",TULSA,74012,Oklahoma,Tulsa; Broken Arrow,62075,35,2693,43920,3082,2060,30,136,5163,4991,81771,16459,5.8,14587,6145,14649,3910,22781,3600
1785,"Tulsa, OK",TULSA,74014,Oklahoma,Fair Oaks; Tulsa; Broken Arrow,38441,37,1060,27865,1029,1934,5,15,3303,3230,86341,10783,4.4,8380,2844,10994,2613,13608,1691
