,area_title,area_name,zipcode,state,city,population,median_age,race_asian,race_white,race_black,race_native,race_islander,race_other,race_two,race_hispanic,average_household_income,family_households_total,family_poverty_pct,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,family_poverty
329,"Columbia, SC",COLUMBIA,29203,South Carolina,Columbia; Dentsville,39614,35,286,4985,32427,8,0,138,598,1172,42791,8553,29.8,4515,2812,13072,7090,12161,11804
330,"Columbia, SC",COLUMBIA,29204,South Carolina,Columbia; Forest Acres,18853,37,235,7278,10813,16,8,88,249,166,59471,3813,17.2,3638,2582,4166,3110,5354,3242
331,"Columbia, SC",COLUMBIA,29205,South Carolina,Columbia,25007,29,568,17791,5206,4,3,0,320,1115,81108,4564,16.9,7752,6951,3275,1800,5226,4226
332,"Columbia, SC",COLUMBIA,29206,South Carolina,Columbia; Forest Acres; Arcadi,19583,39,366,14300,3115,85,91,0,496,1130,112856,4999,5.8,6795,5424,1919,391,5052,1135
333,"Columbia, SC",COLUMBIA,29207,South Carolina,Columbia,12213,19,411,5627,3022,17,39,9,745,2343,-1,3,0.0,4262,1453,2112,0,4384,0
334,"Columbia, SC",COLUMBIA,29208,South Carolina,Columbia,761,19,39,494,186,0,0,0,8,34,-1,0,0.0,0,0,0,0,0,0
335,"Columbia, SC",COLUMBIA,29209,South Carolina,Columbia; Cayce; Hopkins,33866,36,913,14932,15516,17,87,150,501,1750,71522,8410,9.7,7145,5554,7619,3014,10498,3285
336,"Columbia, SC",COLUMBIA,29210,South Carolina,Irmo; West Columbia; Columbia;,41225,31,1558,14378,22213,89,0,48,1206,1733,51990,8252,13.5,6719,5029,10429,5194,13851,5565
337,"Columbia, SC",COLUMBIA,29212,South Carolina,Irmo; Columbia; St. Andrews; S,29502,41,1095,19316,6611,30,0,68,721,1661,86623,7985,4.1,8172,5044,5605,1652,8998,1209
338,"Columbia, SC",COLUMBIA,29223,South Carolina,Columbia; Forest Acres; Arcadi,50666,36,2680,15031,27561,68,18,243,1038,4027,70081,12299,12.8,10386,6333,11501,5522,16922,6485
339,"Columbia, SC",COLUMBIA,29225,South Carolina,Columbia,1277,18,23,1009,145,0,0,0,51,49,-1,0,0.0,0,0,0,0,1277,0
340,"Columbia, SC",COLUMBIA,29229,South Carolina,Columbia,48205,34,1533,15126,27303,14,179,207,1313,2530,78272,12767,6.0,12967,8869,8194,1831,16245,2892
341,"Columbus, IN",COLUMBUS,47201,Indiana,Columbus; Jonesville,44221,37,3360,35857,872,131,34,59,754,3154,72091,10927,9.2,8225,6102,14371,4377,11143,4068
342,"Columbus, IN",COLUMBUS,47203,Indiana,Columbus; Clifford; Elizabetht,27043,40,1704,22929,468,62,30,66,391,1393,81087,7524,7.1,5706,3731,8518,2271,6841,1920
343,"Columbus, OH",COLUMBUS,43002,Ohio,Hilliard; Columbus; Dublin,3238,32,97,2891,98,0,0,0,23,129,86258,837,0.0,1350,466,246,12,1159,0
344,"Columbus, OH",COLUMBUS,43016,Ohio,Hilliard; Columbus; Dublin,35673,36,8080,24083,897,116,79,85,989,1344,118048,9234,3.2,13805,9132,4494,1034,7241,1141
345,"Columbus, OH",COLUMBUS,43017,Ohio,Shawnee Hills; Columbus; Dubli,40273,38,5516,30125,1239,87,0,121,899,2286,140509,10971,4.7,16028,11356,4510,1208,7208,1892
346,"Columbus, OH",COLUMBUS,43026,Ohio,Hilliard; Columbus,61659,34,3184,51141,3623,52,0,90,1037,2532,100031,16470,5.8,19854,11406,11406,3021,15969,3576
347,"Columbus, OH",COLUMBUS,43035,Ohio,Columbus; Delaware,26856,33,3535,20160,1312,26,0,27,810,986,130478,7087,3.6,11279,5505,3491,859,5720,966
348,"Columbus, OH",COLUMBUS,43054,Ohio,Gahanna; Columbus; New Albany,25239,35,2538,19594,1828,41,0,305,520,413,163699,6730,1.2,10297,6915,2852,933,4265,302
349,"Columbus, OH",COLUMBUS,43065,Ohio,Shawnee Hills; Columbus; Dubli,42075,39,2990,36251,1345,7,23,33,700,726,153997,11612,1.8,17124,11065,4249,715,8877,757
350,"Columbus, OH",COLUMBUS,43082,Ohio,Columbus; Westerville,32922,42,1198,28879,1564,0,30,37,536,678,144949,9331,3.3,12938,7275,4971,493,7242,1086
351,"Columbus, OH",COLUMBUS,43085,Ohio,Columbus; Riverlea; Worthingto,25626,38,966,21217,1411,0,0,51,779,1202,106173,6632,3.8,9532,6124,3075,820,6073,973
352,"Columbus, OH",COLUMBUS,43109,Ohio,Columbus; Brice,86,50,0,85,0,0,0,0,1,0,60502,20,0.0,7,5,24,12,35,0
353,"Columbus, OH",COLUMBUS,43125,Ohio,Obetz; Columbus; Canal Winches,13695,37,284,9835,2451,10,0,0,380,735,67572,3300,5.9,2780,890,4889,931,4218,808
354,"Columbus, OH",COLUMBUS,43137,Ohio,Grove City; Obetz; Columbus; S,2096,47,0,2007,54,0,0,0,34,1,64961,644,15.5,303,108,970,278,435,324
355,"Columbus, OH",COLUMBUS,43147,Ohio,Pickerington; Columbus,40095,37,1254,30765,6030,20,21,167,968,870,104339,10971,2.4,11066,5974,8540,1523,12990,962
356,"Columbus, OH",COLUMBUS,43201,Ohio,Columbus,31862,22,1656,23568,3729,75,14,71,1089,1660,50906,2501,26.0,10928,6850,4365,2325,7391,8284
357,"Columbus, OH",COLUMBUS,43202,Ohio,Columbus,21541,27,2596,15922,1324,32,0,24,1165,478,62437,3398,10.6,8099,5708,1701,1055,4997,2283
358,"Columbus, OH",COLUMBUS,43203,Ohio,Columbus,8197,32,84,1786,5347,0,39,0,559,382,37970,1477,36.2,1532,754,2319,1262,2336,2967
359,"Columbus, OH",COLUMBUS,43204,Ohio,Valleyview; Columbus,42214,35,1307,30927,4893,60,17,265,1266,3479,54171,9821,23.3,6163,2743,14732,7894,10680,9835
360,"Columbus, OH",COLUMBUS,43205,Ohio,Columbus,12913,32,145,3884,7284,21,14,89,1075,401,46456,2386,33.3,1936,1187,3331,1794,4661,4300
361,"Columbus, OH",COLUMBUS,43206,Ohio,Columbus,22144,34,298,10454,9879,119,12,167,1012,203,76705,4749,20.7,5292,3078,6023,2834,4915,4583
362,"Columbus, OH",COLUMBUS,43207,Ohio,Obetz; Columbus; Groveport,47350,37,985,30831,11570,53,13,77,1572,2249,51402,10938,19.9,4072,1278,19224,9943,12831,9422
363,"Columbus, OH",COLUMBUS,43209,Ohio,Columbus; Bexley,28474,36,292,18670,7701,60,14,33,889,815,97050,6493,9.0,8200,7203,4527,1509,7004,2562
364,"Columbus, OH",COLUMBUS,43210,Ohio,Columbus,12183,19,1618,9216,718,46,6,6,222,351,24336,227,46.3,3581,6956,1059,0,584,5640
365,"Columbus, OH",COLUMBUS,43211,Ohio,Columbus,23229,30,30,5138,14052,120,0,81,2611,1197,36717,5094,37.8,1533,301,8734,5784,6875,8780
366,"Columbus, OH",COLUMBUS,43212,Ohio,Columbus; Grandview Heights; M,20322,30,999,17815,514,0,0,57,242,695,98744,3880,2.3,8677,6503,1544,426,3170,467
367,"Columbus, OH",COLUMBUS,43214,Ohio,Columbus; Worthington,26513,40,906,22759,1074,67,22,10,1009,666,85992,6457,5.6,9385,6495,3605,821,6204,1484
368,"Columbus, OH",COLUMBUS,43215,Ohio,Columbus; Grandview Heights; M,14322,30,556,10746,1897,4,0,56,622,441,84122,1417,10.3,6201,3781,1331,687,2334,1475
369,"Columbus, OH",COLUMBUS,43217,Ohio,Columbus,2615,25,18,1969,382,0,0,0,178,68,43794,623,22.6,83,47,1226,368,886,590
370,"Columbus, OH",COLUMBUS,43219,Ohio,Whitehall; Gahanna; Columbus,30308,30,922,4238,22269,106,0,37,969,1767,46616,6480,29.2,5000,2030,10304,4000,9001,8849
371,"Columbus, OH",COLUMBUS,43220,Ohio,Columbus; Upper Arlington,27216,35,2189,22323,866,7,0,54,676,1101,102271,6722,3.6,9552,8600,2776,898,5361,979
372,"Columbus, OH",COLUMBUS,43221,Ohio,Hilliard; Columbus; Upper Arli,32433,38,1645,28030,973,73,0,137,684,891,124102,8825,3.4,12681,9859,3405,583,5902,1102
373,"Columbus, OH",COLUMBUS,43222,Ohio,Columbus,3614,32,8,2648,486,0,0,0,189,283,37170,580,35.3,390,68,1221,1279,654,1275
374,"Columbus, OH",COLUMBUS,43223,Ohio,Columbus,25116,35,580,16191,5568,57,0,0,881,1839,40802,5108,31.1,1029,452,10649,6630,6354,7811
375,"Columbus, OH",COLUMBUS,43224,Ohio,Columbus,43899,34,3217,18606,17613,29,51,144,1698,2541,45479,9647,24.2,5180,2107,16023,8077,12511,10623
376,"Columbus, OH",COLUMBUS,43227,Ohio,Whitehall; Columbus,24252,35,320,5452,14680,127,13,44,1381,2235,45438,5626,26.4,2328,1091,8851,4074,7906,6402
377,"Columbus, OH",COLUMBUS,43229,Ohio,Columbus; Worthington,51701,33,2872,19528,21868,34,0,129,2189,5081,50887,11969,19.0,9254,2998,15820,6566,17113,9823
378,"Columbus, OH",COLUMBUS,43230,Ohio,Gahanna; Huber Ridge; Columbus,56331,36,2378,40953,9474,17,0,80,1821,1608,89466,14621,3.9,17462,9294,11153,2196,16223,2196
379,"Columbus, OH",COLUMBUS,43235,Ohio,Columbus; Dublin; Worthington,42005,36,3118,32021,2460,45,0,149,1153,3059,94777,10596,5.0,13987,9787,6132,2016,10081,2100
380,"Columbus, OH",COLUMBUS,43240,Ohio,Columbus; Westerville,4305,31,804,2892,169,36,0,0,119,285,86559,1051,2.6,1489,749,904,81,1080,111
381,"Corpus Christi, TX",CORPUS CHRISTI,78362,Texas,Aransas Pass; Corpus Christi; ,9907,34,140,4768,269,69,0,0,395,4266,70746,2599,10.2,1010,416,3774,1585,3120,1010
382,"Corpus Christi, TX",CORPUS CHRISTI,78370,Texas,Corpus Christi; Odem; Edroy,4718,35,13,1205,11,0,7,0,12,3470,61134,1230,16.9,443,226,1420,1288,1339,797
383,"Corpus Christi, TX",CORPUS CHRISTI,78373,Texas,Corpus Christi; Port Aransas,4084,49,75,3754,25,47,0,0,43,140,79151,1216,5.8,849,494,1208,73,1457,236
384,"Corpus Christi, TX",CORPUS CHRISTI,78401,Texas,Corpus Christi,5445,40,24,1577,530,0,0,37,43,3234,50302,647,20.9,353,196,1900,1562,1437,1138
385,"Corpus Christi, TX",CORPUS CHRISTI,78402,Texas,Corpus Christi,272,53,0,214,21,0,0,0,11,26,79114,57,0.0,76,31,52,26,85,0
386,"Corpus Christi, TX",CORPUS CHRISTI,78404,Texas,Corpus Christi,18467,38,258,5108,387,31,32,1,138,12512,59768,4584,18.5,2456,1846,5041,4561,4561,3416
387,"Corpus Christi, TX",CORPUS CHRISTI,78405,Texas,Corpus Christi,15469,37,2,516,839,0,0,4,39,14069,40081,3595,25.2,495,216,4841,7208,2722,3898
388,"Corpus Christi, TX",CORPUS CHRISTI,78406,Texas,Corpus Christi,1784,36,0,268,171,0,0,0,0,1345,54731,279,9.3,74,0,676,654,378,165
389,"Corpus Christi, TX",CORPUS CHRISTI,78407,Texas,Corpus Christi,3456,35,6,489,705,0,0,0,0,2256,54677,816,21.0,107,86,1347,950,964,725
390,"Corpus Christi, TX",CORPUS CHRISTI,78408,Texas,Corpus Christi,12606,33,82,1630,397,0,0,0,0,10497,48023,2904,18.1,554,302,4487,4059,3201,2281
391,"Corpus Christi, TX",CORPUS CHRISTI,78409,Texas,Corpus Christi,2733,33,0,669,24,0,12,0,0,2028,64400,650,8.6,147,13,860,707,1003,235
392,"Corpus Christi, TX",CORPUS CHRISTI,78410,Texas,Corpus Christi,27087,34,378,11171,435,18,49,29,96,14911,90911,7139,10.3,4063,1625,8126,3440,9886,2789
393,"Corpus Christi, TX",CORPUS CHRISTI,78411,Texas,Corpus Christi,26570,38,455,8239,864,74,0,66,142,16730,71142,6675,11.3,3640,2125,7041,3586,10149,3002
394,"Corpus Christi, TX",CORPUS CHRISTI,78412,Texas,Corpus Christi,39286,28,959,14314,1393,121,69,0,488,21942,61927,8530,15.0,6482,3378,10803,4203,14378,5892
395,"Corpus Christi, TX",CORPUS CHRISTI,78413,Texas,Corpus Christi,40070,35,1326,13047,1559,68,26,30,531,23483,92933,10132,6.4,7933,4608,10257,3205,14064,2564
396,"Corpus Christi, TX",CORPUS CHRISTI,78414,Texas,Corpus Christi,38343,33,2085,14337,1509,31,32,15,421,19913,101254,9708,3.9,8742,5406,8128,1878,14148,1495
397,"Corpus Christi, TX",CORPUS CHRISTI,78415,Texas,Corpus Christi; Tierra Grande,40496,34,102,5517,1305,80,0,7,321,33164,54321,9960,15.4,2753,1498,14740,9557,11905,6236
398,"Corpus Christi, TX",CORPUS CHRISTI,78416,Texas,Corpus Christi,15493,35,0,400,1022,12,0,9,72,13978,43943,3814,17.7,635,77,5422,6104,3253,2742
399,"Corpus Christi, TX",CORPUS CHRISTI,78417,Texas,Corpus Christi,4176,33,0,248,330,0,0,0,9,3589,55386,1021,9.1,288,37,1474,1302,1069,380
400,"Corpus Christi, TX",CORPUS CHRISTI,78418,Texas,Corpus Christi,31120,39,1012,20232,970,244,0,0,488,8174,86640,8341,9.4,5352,3174,8682,2987,10892,2925
401,"Corpus Christi, TX",CORPUS CHRISTI,78419,Texas,Corpus Christi,919,22,48,374,232,17,0,0,45,203,64340,185,7.0,273,53,167,9,415,64
402,"Corvallis, OR",CORVALLIS,97330,Oregon,Adair Village; Corvallis,41828,31,3260,33644,392,178,116,35,1264,2939,76672,9041,8.9,11879,12673,4726,1380,11126,3722
403,"Corvallis, OR",CORVALLIS,97331,Oregon,Corvallis,2733,18,290,1826,6,6,15,6,240,344,-1,0,0.0,0,1869,0,0,863,0
404,"Corvallis, OR",CORVALLIS,97333,Oregon,Corvallis,22231,29,1936,17649,299,95,71,0,729,1452,68311,4536,9.2,7803,5046,3001,1044,5335,2045
405,"Dalton, GA",DALTON,30720,Georgia,Varnell; Dalton,28480,33,866,16232,1430,23,0,17,108,9804,69447,6676,14.9,4215,2221,7063,7433,7547,4243
406,"Dalton, GA",DALTON,30721,Georgia,Varnell; Dalton,53668,34,387,26531,2164,113,0,18,501,23954,52178,12572,16.4,3112,1395,16154,21359,11645,8801
407,"Dalton, GA",DALTON,30740,Georgia,Dalton,8328,43,58,7361,100,0,0,21,149,639,91602,2336,7.2,1082,541,2531,1340,2831,599
408,"Danville, IL",DANVILLE,61832,Illinois,Tilton; Danville,35222,38,565,22581,9528,39,19,32,690,1768,50934,8510,22.0,3698,1620,13771,5071,11024,7748
409,"Danville, IL",DANVILLE,61833,Illinois,Tilton; Danville,2253,45,0,1972,0,0,0,11,57,213,56052,562,11.4,135,29,1272,205,610,256
410,"Dayton, OH",DAYTON,45377,Ohio,Dayton; Vandalia; Union,15466,44,165,13852,753,0,0,43,410,243,70290,4119,5.4,2505,1376,4608,1252,5706,835
411,"Dayton, OH",DAYTON,45402,Ohio,Dayton,9568,35,45,2301,6801,30,0,10,189,192,36902,1611,31.3,1023,775,2592,1875,3300,2994
412,"Dayton, OH",DAYTON,45403,Ohio,Dayton,15238,33,41,11019,1559,59,12,0,353,2195,35782,3578,35.5,1158,457,4312,4495,4830,5409
413,"Dayton, OH",DAYTON,45404,Ohio,Dayton; Riverside,10677,33,44,8457,1615,20,0,17,193,331,37515,2544,25.8,437,138,4388,2626,3085,2754
414,"Dayton, OH",DAYTON,45405,Ohio,Dayton,17234,38,50,5028,10690,111,5,32,655,663,38193,3895,31.2,1602,1016,4825,2498,7289,5377
415,"Dayton, OH",DAYTON,45406,Ohio,Dayton; Trotwood,19715,39,9,2544,16078,29,0,29,812,214,41710,4723,28.1,2070,1498,6111,2720,7314,5539
416,"Dayton, OH",DAYTON,45409,Ohio,Dayton; Oakwood; Moraine; Kett,15264,21,414,13754,406,7,0,2,340,341,79546,1498,8.4,4243,2900,2411,702,5021,1282
417,"Dayton, OH",DAYTON,45410,Ohio,Dayton; Riverside,15290,36,142,11895,1581,131,0,5,592,944,43781,3443,26.7,1681,1146,4403,2798,5259,4082
418,"Dayton, OH",DAYTON,45414,Ohio,Dayton; Riverside; Vandalia; H,20663,42,168,16915,2821,0,24,0,433,302,58302,5820,18.5,2830,1549,6777,2872,6612,3822
419,"Dayton, OH",DAYTON,45416,Ohio,Dayton; Trotwood,5956,46,33,1193,4537,0,0,8,164,21,55392,1581,15.9,524,291,1953,952,2227,947
420,"Dayton, OH",DAYTON,45417,Ohio,Dayton; Drexel; Moraine; Trotw,30276,36,34,4949,23832,44,17,82,614,704,33133,7249,33.4,2058,999,10808,6115,10263,10112
421,"Dayton, OH",DAYTON,45419,Ohio,Dayton; Oakwood; Kettering,14442,40,172,13256,172,0,0,69,364,409,99545,3737,5.1,3942,3856,2122,476,4043,736
422,"Dayton, OH",DAYTON,45420,Ohio,Dayton; Riverside; Kettering,25591,37,644,22678,945,63,2,7,843,409,49532,5829,16.4,3429,1791,8009,2328,10006,4196
423,"Dayton, OH",DAYTON,45424,Ohio,Dayton; Riverside; Huber Heigh,50734,37,1442,37773,6946,453,0,108,2409,1603,71338,13866,9.4,7559,5327,14306,3652,19836,4768
424,"Dayton, OH",DAYTON,45426,Ohio,Dayton; Trotwood,15544,41,39,3054,11381,20,0,42,706,302,43299,3966,22.7,1476,1072,5269,1476,6248,3528
425,"Dayton, OH",DAYTON,45428,Ohio,Dayton,311,65,0,207,104,0,0,0,0,0,-1,0,0.0,26,16,122,93,52,0
426,"Dayton, OH",DAYTON,45431,Ohio,Dayton; Wright-Patterson AFB; ,27854,33,1851,21931,1598,0,0,164,1010,1300,78283,7557,9.2,5626,5515,6462,2061,8216,2562
427,"Dayton, OH",DAYTON,45432,Ohio,Dayton; Riverside; Kettering; ,15074,42,57,13470,582,12,0,0,474,479,74176,3861,6.2,2110,1582,4341,1341,5682,934
428,"Dayton, OH",DAYTON,45433,Ohio,Dayton; Wright-Patterson AFB; ,2726,23,34,1762,416,5,0,0,219,290,104587,472,0.8,591,626,324,193,986,21
429,"Decatur, AL",DECATUR,35601,Alabama,Trinity; Decatur,32822,37,166,17174,8352,3,0,72,493,6562,53178,7924,25.4,5120,1772,9222,7581,9058,8336
430,"Decatur, AL",DECATUR,35603,Alabama,Trinity; Decatur; Priceville,31496,40,146,24333,4286,220,0,9,985,1517,71001,8709,13.6,6173,2677,8314,3118,11212,4283
431,"Decatur, AL",DECATUR,35640,Alabama,Somerville; Decatur; Falkville,25256,40,414,22625,1222,54,49,0,341,551,65646,7113,6.8,3055,1868,8384,3081,8864,1717
432,"Decatur, AL",DECATUR,35671,Alabama,Athens; Huntsville; Decatur,2408,39,0,1110,714,0,0,0,0,584,55137,621,13.0,447,183,1187,255,334,313
433,"Decatur, AL",DECATUR,35673,Alabama,Trinity; Decatur,7465,41,31,6100,214,345,6,6,153,610,70789,2035,13.2,798,306,2254,1888,2209,985
434,"Decatur, AL",DECATUR,35601,Alabama,Trinity; Decatur,32822,37,166,17174,8352,3,0,72,493,6562,53178,7924,25.4,5120,1772,9222,7581,9058,8336
435,"Decatur, AL",DECATUR,35603,Alabama,Trinity; Decatur; Priceville,31496,40,146,24333,4286,220,0,9,985,1517,71001,8709,13.6,6173,2677,8314,3118,11212,4283
436,"Decatur, AL",DECATUR,35640,Alabama,Somerville; Decatur; Falkville,25256,40,414,22625,1222,54,49,0,341,551,65646,7113,6.8,3055,1868,8384,3081,8864,1717
437,"Decatur, AL",DECATUR,35671,Alabama,Athens; Huntsville; Decatur,2408,39,0,1110,714,0,0,0,0,584,55137,621,13.0,447,183,1187,255,334,313
438,"Decatur, AL",DECATUR,35673,Alabama,Trinity; Decatur,7465,41,31,6100,214,345,6,6,153,610,70789,2035,13.2,798,306,2254,1888,2209,985
439,"Decatur, AL",DECATUR,35601,Alabama,Trinity; Decatur,32822,37,166,17174,8352,3,0,72,493,6562,53178,7924,25.4,5120,1772,9222,7581,9058,8336
440,"Decatur, AL",DECATUR,35603,Alabama,Trinity; Decatur; Priceville,31496,40,146,24333,4286,220,0,9,985,1517,71001,8709,13.6,6173,2677,8314,3118,11212,4283
441,"Decatur, AL",DECATUR,35640,Alabama,Somerville; Decatur; Falkville,25256,40,414,22625,1222,54,49,0,341,551,65646,7113,6.8,3055,1868,8384,3081,8864,1717
442,"Decatur, AL",DECATUR,35671,Alabama,Athens; Huntsville; Decatur,2408,39,0,1110,714,0,0,0,0,584,55137,621,13.0,447,183,1187,255,334,313
443,"Decatur, AL",DECATUR,35673,Alabama,Trinity; Decatur,7465,41,31,6100,214,345,6,6,153,610,70789,2035,13.2,798,306,2254,1888,2209,985
444,"Decatur, IL",DECATUR,62501,Illinois,Argenta; Decatur,2792,45,0,2545,5,5,0,0,218,19,86149,839,3.6,485,128,1150,50,977,100
445,"Decatur, IL",DECATUR,62522,Illinois,Harristown; Decatur,15442,36,83,10998,2949,97,0,7,933,375,59750,3636,17.5,2455,1482,4509,1667,5327,2702
446,"Decatur, IL",DECATUR,62523,Illinois,Decatur,1450,33,0,685,532,0,0,9,190,34,15801,153,89.5,18,0,487,361,584,1297
447,"Decatur, IL",DECATUR,62526,Illinois,Forsyth; Decatur,32926,40,392,23616,5761,128,4,36,2254,735,53186,7491,17.9,3687,2469,11458,4741,10536,5893
448,"Decatur, IL",DECATUR,62535,Illinois,Forsyth; Decatur,3289,41,265,2737,85,0,0,0,148,54,120770,947,0.7,1039,582,654,101,911,23
449,"Decatur, IL",DECATUR,62554,Illinois,Oreana; Decatur,1485,46,31,1257,8,0,1,4,172,12,78379,438,1.6,219,89,564,65,546,23
450,"Dothan, AL",DOTHAN,36301,Alabama,Rehobeth; Dothan; Cowarts; Mal,37292,37,235,23786,10851,58,16,23,770,1553,53650,9064,17.2,3990,2274,13089,5854,12082,6414
451,"Dothan, AL",DOTHAN,36303,Alabama,Headland; Dothan; Napier Field,30957,38,251,16517,12451,188,0,20,603,927,61198,7419,17.0,4674,2755,8822,4612,10122,5262
452,"Dothan, AL",DOTHAN,36305,Alabama,Dothan; Taylor; Malvern,15869,39,359,12957,1743,29,0,1,248,532,84345,4294,6.6,3300,1983,3697,1094,5792,1047
453,"Dothan, AL",DOTHAN,36312,Alabama,Dothan; Cowarts; Ashford; Avon,6289,41,11,5206,777,38,0,16,140,101,57091,1605,11.2,553,314,2458,1043,1924,704
454,"Dothan, AL",DOTHAN,36321,Alabama,Dothan; Cowarts; Webb,1639,38,8,1459,73,2,0,0,11,86,49679,402,20.9,144,67,653,273,499,342
455,"Dothan, AL",DOTHAN,36345,Alabama,Headland; Dothan; Newville; Ki,8594,41,0,6396,1911,0,0,0,68,219,67251,2441,7.5,945,910,2870,1383,2492,644
456,"Dothan, AL",DOTHAN,36350,Alabama,Dothan; Midland City; Grimes; ,6560,37,13,4881,1328,26,0,3,213,96,58372,1901,16.2,715,419,2079,872,2466,1062
457,"Dothan, AL",DOTHAN,36301,Alabama,Rehobeth; Dothan; Cowarts; Mal,37292,37,235,23786,10851,58,16,23,770,1553,53650,9064,17.2,3990,2274,13089,5854,12082,6414
458,"Dothan, AL",DOTHAN,36303,Alabama,Headland; Dothan; Napier Field,30957,38,251,16517,12451,188,0,20,603,927,61198,7419,17.0,4674,2755,8822,4612,10122,5262
459,"Dothan, AL",DOTHAN,36305,Alabama,Dothan; Taylor; Malvern,15869,39,359,12957,1743,29,0,1,248,532,84345,4294,6.6,3300,1983,3697,1094,5792,1047
460,"Dothan, AL",DOTHAN,36312,Alabama,Dothan; Cowarts; Ashford; Avon,6289,41,11,5206,777,38,0,16,140,101,57091,1605,11.2,553,314,2458,1043,1924,704
461,"Dothan, AL",DOTHAN,36321,Alabama,Dothan; Cowarts; Webb,1639,38,8,1459,73,2,0,0,11,86,49679,402,20.9,144,67,653,273,499,342
462,"Dothan, AL",DOTHAN,36345,Alabama,Headland; Dothan; Newville; Ki,8594,41,0,6396,1911,0,0,0,68,219,67251,2441,7.5,945,910,2870,1383,2492,644
463,"Dothan, AL",DOTHAN,36350,Alabama,Dothan; Midland City; Grimes; ,6560,37,13,4881,1328,26,0,3,213,96,58372,1901,16.2,715,419,2079,872,2466,1062
464,"Dothan, AL",DOTHAN,36301,Alabama,Rehobeth; Dothan; Cowarts; Mal,37292,37,235,23786,10851,58,16,23,770,1553,53650,9064,17.2,3990,2274,13089,5854,12082,6414
465,"Dothan, AL",DOTHAN,36303,Alabama,Headland; Dothan; Napier Field,30957,38,251,16517,12451,188,0,20,603,927,61198,7419,17.0,4674,2755,8822,4612,10122,5262
466,"Dothan, AL",DOTHAN,36305,Alabama,Dothan; Taylor; Malvern,15869,39,359,12957,1743,29,0,1,248,532,84345,4294,6.6,3300,1983,3697,1094,5792,1047
467,"Dothan, AL",DOTHAN,36312,Alabama,Dothan; Cowarts; Ashford; Avon,6289,41,11,5206,777,38,0,16,140,101,57091,1605,11.2,553,314,2458,1043,1924,704
468,"Dothan, AL",DOTHAN,36321,Alabama,Dothan; Cowarts; Webb,1639,38,8,1459,73,2,0,0,11,86,49679,402,20.9,144,67,653,273,499,342
469,"Dothan, AL",DOTHAN,36345,Alabama,Headland; Dothan; Newville; Ki,8594,41,0,6396,1911,0,0,0,68,219,67251,2441,7.5,945,910,2870,1383,2492,644
470,"Dothan, AL",DOTHAN,36350,Alabama,Dothan; Midland City; Grimes; ,6560,37,13,4881,1328,26,0,3,213,96,58372,1901,16.2,715,419,2079,872,2466,1062
471,"Dover, DE",DOVER,19902,Delaware,Dover; Dover Base Housing,390,21,7,250,52,0,9,4,11,57,-1,0,0.0,134,0,188,0,67,0
472,"Dover, DE",DOVER,19904,Delaware,Camden; Cheswold; Dover; Woods,35000,35,1036,19001,10996,350,0,13,1279,2325,73343,8305,9.9,5390,4410,9940,4200,11060,3465
473,"Dubuque, IA",DUBUQUE,52001,Iowa,Sageville; Dubuque,43525,35,525,37943,2410,19,339,122,997,1170,59923,10361,11.1,7486,4047,14667,4396,12970,4831
474,"Dubuque, IA",DUBUQUE,52002,Iowa,Asbury; Sageville; Dubuque,16452,38,523,15340,213,4,12,0,200,160,88965,4576,5.7,4409,2385,3932,1020,4705,937
475,"Dubuque, IA",DUBUQUE,52003,Iowa,Dubuque,13497,44,135,12993,7,3,6,0,192,161,93604,3772,6.2,3090,1876,4224,526,3765,836
476,"Dubuque, IA",DUBUQUE,52068,Iowa,Peosta; Centralia; Dubuque,4454,38,9,4125,83,2,0,0,76,159,123805,1261,2.7,1224,427,1233,191,1376,120
477,"Eau Claire, WI",EAU CLAIRE,54701,Wisconsin,Eau Claire; Altoona,40306,34,1814,35705,343,96,18,11,867,1452,71372,8994,6.70,9350,5965,9350,2257,13421,2700
478,"Eau Claire, WI",EAU CLAIRE,54703,Wisconsin,Eau Claire; Lake Hallie; Seymo,43316,32,1784,39195,399,214,392,33,760,539,63014,9885,7.40,8230,3075,11608,2815,17586,3205
479,"Eau Claire, WI",EAU CLAIRE,54720,Wisconsin,Eau Claire; Altoona,7531,36,194,6914,48,0,0,0,93,282,71516,1945,4.40,1355,979,1784,436,2982,331
480,"Eau Claire, WI",EAU CLAIRE,54742,Wisconsin,Fall Creek; Eau Claire,4647,41,96,4340,12,49,0,0,120,30,73970,1288,5.60,757,376,1491,274,1747,260
481,"El Centro, CA",EL CENTRO,92243,California,El Centro; Imperial; Seeley,49915,33,925,5643,940,95,31,12,379,41890,64037,10256,20.8,5191,3094,10332,15423,15823,10382
482,"El Centro, CA",EL CENTRO,92251,California,El Centro; Imperial,22813,30,449,3389,1294,94,27,57,421,17082,94451,4234,4.8,2691,1277,5703,4516,8623,1095
483,"Elmira, NY",ELMIRA,14861,New York,Elmira; Erin; Horseheads; Bald,1245,48,0,1245,0,0,0,0,0,0,55750,364,7.4,82,67,617,154,323,92
