,o_group,area_title,occ_title,tot_emp,sum_area_occupations,jobs_1000,istech,area_name,population,median_age,average_income,family_poverty,educational_attainment_bachelors,educational_attainment_graduate,educational_attainment_high_school,educational_attainment_no_diploma,educational_attainment_some_college,race_asian,race_white,race_black,race_hispanic,race_native,race_islander,race_two,race_other
0,major,"Abilene, TX",Management Occupations,2910,66070,22,1,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
1,major,"Abilene, TX",Business and Financial Operations Occupations,2150,66070,16,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
2,major,"Abilene, TX",Computer and Mathematical Occupations,820,66070,6,1,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
3,major,"Abilene, TX",Architecture and Engineering Occupations,840,66070,6,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
4,major,"Abilene, TX","Life, Physical, and Social Science Occupations",370,66070,3,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
5,major,"Abilene, TX",Community and Social Service Occupations,1220,66070,9,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
6,major,"Abilene, TX",Legal Occupations,350,66070,3,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
7,major,"Abilene, TX",Educational Instruction and Library Occupations,4480,66070,34,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
8,major,"Abilene, TX","Arts, Design, Entertainment, Sports, and Media Occupations",690,66070,5,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
9,major,"Abilene, TX",Healthcare Practitioners and Technical Occupations,5080,66070,38,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
10,major,"Abilene, TX",Healthcare Support Occupations,4140,66070,31,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
11,major,"Abilene, TX",Protective Service Occupations,1830,66070,14,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
12,major,"Abilene, TX",Food Preparation and Serving Related Occupations,6670,66070,50,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
13,major,"Abilene, TX",Building and Grounds Cleaning and Maintenance Occupations,1990,66070,15,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
14,major,"Abilene, TX",Personal Care and Service Occupations,1180,66070,9,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
15,major,"Abilene, TX",Sales and Related Occupations,6360,66070,48,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
16,major,"Abilene, TX",Office and Administrative Support Occupations,10270,66070,77,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
17,major,"Abilene, TX","Farming, Fishing, and Forestry Occupations",160,66070,1,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
18,major,"Abilene, TX",Construction and Extraction Occupations,3610,66070,27,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
19,major,"Abilene, TX","Installation, Maintenance, and Repair Occupations",3330,66070,25,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
20,major,"Abilene, TX",Production Occupations,2440,66070,18,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
21,major,"Abilene, TX",Transportation and Material Moving Occupations,5180,66070,39,0,"Abilene, TX",133731,29,52989,16198,19975,9695,40965,19258,43669,2626,81145,12275,34147,689,73,2576,200
22,major,"Akron, OH",Management Occupations,15990,311500,43,1,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
23,major,"Akron, OH",Business and Financial Operations Occupations,17190,311500,46,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
24,major,"Akron, OH",Computer and Mathematical Occupations,8740,311500,23,1,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
25,major,"Akron, OH",Architecture and Engineering Occupations,6520,311500,17,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
26,major,"Akron, OH","Life, Physical, and Social Science Occupations",2350,311500,6,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
27,major,"Akron, OH",Community and Social Service Occupations,5050,311500,13,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
28,major,"Akron, OH",Legal Occupations,2260,311500,6,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
29,major,"Akron, OH",Educational Instruction and Library Occupations,18100,311500,48,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
30,major,"Akron, OH","Arts, Design, Entertainment, Sports, and Media Occupations",3010,311500,8,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
31,major,"Akron, OH",Healthcare Practitioners and Technical Occupations,22860,311500,61,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
32,major,"Akron, OH",Healthcare Support Occupations,12460,311500,33,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
33,major,"Akron, OH",Protective Service Occupations,5470,311500,15,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
34,major,"Akron, OH",Food Preparation and Serving Related Occupations,26410,311500,70,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
35,major,"Akron, OH",Building and Grounds Cleaning and Maintenance Occupations,9440,311500,25,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
36,major,"Akron, OH",Personal Care and Service Occupations,6060,311500,16,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
37,major,"Akron, OH",Sales and Related Occupations,28070,311500,75,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
38,major,"Akron, OH",Office and Administrative Support Occupations,43430,311500,116,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
39,major,"Akron, OH","Farming, Fishing, and Forestry Occupations",120,311500,0,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
40,major,"Akron, OH",Construction and Extraction Occupations,10140,311500,27,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
41,major,"Akron, OH","Installation, Maintenance, and Repair Occupations",12410,311500,33,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
42,major,"Akron, OH",Production Occupations,26800,311500,72,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
43,major,"Akron, OH",Transportation and Material Moving Occupations,28620,311500,76,0,"Akron, OH",374675,38,57023,52405,60910,29186,132252,41708,110658,9945,279041,66305,7245,784,77,10800,478
44,major,"Albany, GA",Management Occupations,2910,55640,30,1,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
45,major,"Albany, GA",Business and Financial Operations Occupations,2880,55640,29,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
46,major,"Albany, GA",Computer and Mathematical Occupations,650,55640,7,1,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
47,major,"Albany, GA",Architecture and Engineering Occupations,650,55640,7,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
48,major,"Albany, GA","Life, Physical, and Social Science Occupations",280,55640,3,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
49,major,"Albany, GA",Community and Social Service Occupations,880,55640,9,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
50,major,"Albany, GA",Educational Instruction and Library Occupations,4720,55640,48,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
51,major,"Albany, GA","Arts, Design, Entertainment, Sports, and Media Occupations",240,55640,2,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
52,major,"Albany, GA",Healthcare Practitioners and Technical Occupations,4170,55640,43,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
53,major,"Albany, GA",Protective Service Occupations,2250,55640,23,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
54,major,"Albany, GA",Food Preparation and Serving Related Occupations,4890,55640,50,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
55,major,"Albany, GA",Building and Grounds Cleaning and Maintenance Occupations,1440,55640,15,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
56,major,"Albany, GA",Personal Care and Service Occupations,880,55640,9,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
57,major,"Albany, GA",Sales and Related Occupations,6260,55640,64,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
58,major,"Albany, GA",Office and Administrative Support Occupations,8670,55640,88,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
59,major,"Albany, GA","Farming, Fishing, and Forestry Occupations",280,55640,3,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
60,major,"Albany, GA",Construction and Extraction Occupations,1770,55640,18,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
61,major,"Albany, GA","Installation, Maintenance, and Repair Occupations",3320,55640,34,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
62,major,"Albany, GA",Production Occupations,2870,55640,29,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
63,major,"Albany, GA",Transportation and Material Moving Occupations,5630,55640,57,0,"Albany, GA",98002,35,53876,24957,11517,8460,29032,16919,32046,959,28981,63178,2916,119,26,1761,62
64,major,"Albany, OR",Management Occupations,1970,42720,31,1,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
65,major,"Albany, OR",Business and Financial Operations Occupations,1300,42720,20,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
66,major,"Albany, OR",Computer and Mathematical Occupations,340,42720,5,1,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
67,major,"Albany, OR",Architecture and Engineering Occupations,600,42720,9,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
68,major,"Albany, OR","Life, Physical, and Social Science Occupations",460,42720,7,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
69,major,"Albany, OR",Community and Social Service Occupations,790,42720,12,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
70,major,"Albany, OR",Legal Occupations,140,42720,2,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
71,major,"Albany, OR",Educational Instruction and Library Occupations,3010,42720,47,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
72,major,"Albany, OR","Arts, Design, Entertainment, Sports, and Media Occupations",350,42720,6,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
73,major,"Albany, OR",Healthcare Practitioners and Technical Occupations,1730,42720,27,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
74,major,"Albany, OR",Healthcare Support Occupations,2270,42720,36,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
75,major,"Albany, OR",Protective Service Occupations,670,42720,11,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
76,major,"Albany, OR",Food Preparation and Serving Related Occupations,3580,42720,56,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
77,major,"Albany, OR",Building and Grounds Cleaning and Maintenance Occupations,930,42720,15,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
78,major,"Albany, OR",Personal Care and Service Occupations,590,42720,9,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
79,major,"Albany, OR",Sales and Related Occupations,3400,42720,54,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
80,major,"Albany, OR",Office and Administrative Support Occupations,4980,42720,78,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
81,major,"Albany, OR","Farming, Fishing, and Forestry Occupations",600,42720,9,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
82,major,"Albany, OR",Construction and Extraction Occupations,2570,42720,40,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
83,major,"Albany, OR","Installation, Maintenance, and Repair Occupations",2160,42720,34,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
84,major,"Albany, OR",Production Occupations,5150,42720,81,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
85,major,"Albany, OR",Transportation and Material Moving Occupations,5130,42720,81,0,"Albany, OR",63503,38,72395,6409,11043,5806,15482,5150,26013,1185,52553,367,7282,410,47,1649,10
86,major,"Albuquerque, NM",Management Occupations,18020,374380,28,1,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
87,major,"Albuquerque, NM",Business and Financial Operations Occupations,22200,374380,35,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
88,major,"Albuquerque, NM",Computer and Mathematical Occupations,9770,374380,15,1,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
89,major,"Albuquerque, NM",Architecture and Engineering Occupations,12310,374380,19,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
90,major,"Albuquerque, NM","Life, Physical, and Social Science Occupations",4590,374380,7,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
91,major,"Albuquerque, NM",Community and Social Service Occupations,6790,374380,11,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
92,major,"Albuquerque, NM",Legal Occupations,3770,374380,6,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
93,major,"Albuquerque, NM",Educational Instruction and Library Occupations,21190,374380,33,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
94,major,"Albuquerque, NM","Arts, Design, Entertainment, Sports, and Media Occupations",4770,374380,7,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
95,major,"Albuquerque, NM",Healthcare Practitioners and Technical Occupations,25750,374380,40,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
96,major,"Albuquerque, NM",Healthcare Support Occupations,23530,374380,37,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
97,major,"Albuquerque, NM",Protective Service Occupations,11000,374380,17,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
98,major,"Albuquerque, NM",Food Preparation and Serving Related Occupations,33020,374380,52,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
99,major,"Albuquerque, NM",Building and Grounds Cleaning and Maintenance Occupations,10460,374380,16,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
100,major,"Albuquerque, NM",Personal Care and Service Occupations,6420,374380,10,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
101,major,"Albuquerque, NM",Sales and Related Occupations,33870,374380,53,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
102,major,"Albuquerque, NM",Office and Administrative Support Occupations,56590,374380,89,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
103,major,"Albuquerque, NM","Farming, Fishing, and Forestry Occupations",520,374380,1,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
104,major,"Albuquerque, NM",Construction and Extraction Occupations,19470,374380,30,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
105,major,"Albuquerque, NM","Installation, Maintenance, and Repair Occupations",13450,374380,21,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
106,major,"Albuquerque, NM",Production Occupations,12840,374380,20,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
107,major,"Albuquerque, NM",Transportation and Material Moving Occupations,24050,374380,38,0,"Albuquerque, NM",638803,36,66708,92558,111538,91807,152964,78799,203804,14485,252843,16466,317922,22924,353,11870,1940
108,major,"Alexandria, LA",Management Occupations,2440,57140,38,1,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
109,major,"Alexandria, LA",Business and Financial Operations Occupations,1950,57140,30,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
110,major,"Alexandria, LA",Computer and Mathematical Occupations,330,57140,5,1,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
111,major,"Alexandria, LA",Architecture and Engineering Occupations,570,57140,9,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
112,major,"Alexandria, LA","Life, Physical, and Social Science Occupations",390,57140,6,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
113,major,"Alexandria, LA",Community and Social Service Occupations,1140,57140,18,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
114,major,"Alexandria, LA",Legal Occupations,310,57140,5,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
115,major,"Alexandria, LA",Educational Instruction and Library Occupations,4110,57140,63,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
116,major,"Alexandria, LA","Arts, Design, Entertainment, Sports, and Media Occupations",250,57140,4,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
117,major,"Alexandria, LA",Healthcare Practitioners and Technical Occupations,5400,57140,83,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
118,major,"Alexandria, LA",Healthcare Support Occupations,4350,57140,67,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
119,major,"Alexandria, LA",Protective Service Occupations,1810,57140,28,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
120,major,"Alexandria, LA",Food Preparation and Serving Related Occupations,4450,57140,69,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
121,major,"Alexandria, LA",Building and Grounds Cleaning and Maintenance Occupations,1350,57140,21,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
122,major,"Alexandria, LA",Personal Care and Service Occupations,1860,57140,29,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
123,major,"Alexandria, LA",Sales and Related Occupations,5570,57140,86,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
124,major,"Alexandria, LA",Office and Administrative Support Occupations,8290,57140,128,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
125,major,"Alexandria, LA","Farming, Fishing, and Forestry Occupations",340,57140,5,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
126,major,"Alexandria, LA",Construction and Extraction Occupations,2790,57140,43,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
127,major,"Alexandria, LA","Installation, Maintenance, and Repair Occupations",2700,57140,42,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
128,major,"Alexandria, LA",Production Occupations,2770,57140,43,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
129,major,"Alexandria, LA",Transportation and Material Moving Occupations,3970,57140,61,0,"Alexandria, LA",64782,40,58470,11744,8400,5555,23571,9809,17446,1862,27828,32237,1587,226,7,1004,31
130,major,"Altoona, PA",Management Occupations,2170,54790,35,1,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
131,major,"Altoona, PA",Business and Financial Operations Occupations,1810,54790,29,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
132,major,"Altoona, PA",Computer and Mathematical Occupations,750,54790,12,1,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
133,major,"Altoona, PA",Architecture and Engineering Occupations,670,54790,11,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
134,major,"Altoona, PA","Life, Physical, and Social Science Occupations",260,54790,4,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
135,major,"Altoona, PA",Community and Social Service Occupations,1440,54790,23,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
136,major,"Altoona, PA",Legal Occupations,160,54790,3,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
137,major,"Altoona, PA",Educational Instruction and Library Occupations,2680,54790,43,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
138,major,"Altoona, PA","Arts, Design, Entertainment, Sports, and Media Occupations",490,54790,8,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
139,major,"Altoona, PA",Healthcare Practitioners and Technical Occupations,4730,54790,77,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
140,major,"Altoona, PA",Healthcare Support Occupations,3510,54790,57,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
141,major,"Altoona, PA",Protective Service Occupations,950,54790,15,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
142,major,"Altoona, PA",Food Preparation and Serving Related Occupations,4540,54790,74,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
143,major,"Altoona, PA",Building and Grounds Cleaning and Maintenance Occupations,1600,54790,26,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
144,major,"Altoona, PA",Personal Care and Service Occupations,1000,54790,16,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
145,major,"Altoona, PA",Sales and Related Occupations,5810,54790,94,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
146,major,"Altoona, PA",Office and Administrative Support Occupations,7840,54790,127,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
147,major,"Altoona, PA",Construction and Extraction Occupations,1910,54790,31,0,"Altoona, PA",61762,40,55368,9357,7932,3707,28874,6570,14736,190,57740,1486,934,0,7,1386,19
